FBGN	name	chr	start	end	TSS	strand	TPM	biotype....rnaseq.biotype	LAM	HP1	PC	TPM.cut
FBgn0038593	CG7146	chr3R	14096908	14100168	14100168	-1	10.29163	protein_coding	0	0	0	mid
FBgn0031948	CG7149	chr2L	7786157	7790557	7790557	-1	157.4509	protein_coding	0	0	0	high
FBgn0031947	CG7154	chr2L	7782857	7786063	7782857	1	19.28664	protein_coding	0	0	0	mid
FBgn0038586	CG7168	chr3R	14050624	14051769	14051769	-1	18.884995	protein_coding	0	0	0	mid
FBgn0035868	CG7194	chr3L	8295464	8297159	8297159	-1	3.50045	protein_coding	0	0	0	weak
FBgn0037086	CG7202	chr3L	21484499	21485873	21485873	-1	3.05899	protein_coding	0	1	0	weak
FBgn0034423	CG7229	chr2R	15147414	15149799	15147414	1	9.637165	protein_coding	1	0	1	mid
FBgn0031968	CG7231	chr2L	7983946	7986785	7983946	1	7.195505	protein_coding	0	0	0	mid
FBgn0030081	CG7246	chrX	8972856	8975090	8975090	-1	1.20381	protein_coding	0	0	0	weak
FBgn0027509	CG7261	chr2L	2147519	2151664	2147519	1	24.818685	protein_coding	0	0	0	high
FBgn0036501	CG7272	chr3L	15494038	15496869	15494038	1	12.60472	protein_coding	0	0	0	mid
FBgn0030966	CG7280	chrX	18740415	18742584	18742584	-1	66.15934	protein_coding	0	0	0	high
FBgn0032314	CG7309	chr2L	10906270	10908812	10908812	-1	2.70887	protein_coding	1	0	0	weak
FBgn0030968	CG7322	chrX	18749906	18751474	18751474	-1	21.96049	protein_coding	0	0	0	mid
FBgn0037074	CG7324	chr3L	21330781	21336816	21336816	-1	80.239505	protein_coding	0	0	0	high
FBgn0036942	CG7328	chr3L	20132310	20133707	20133707	-1	18.73841	protein_coding	1	0	0	mid
FBgn0038715	CG7333	chr3R	15426357	15428351	15426357	1	18.442555	protein_coding	1	0	0	mid
FBgn0036777	CG7341	chr3L	18106059	18114103	18106059	1	23.413085	protein_coding	0	0	0	mid
FBgn0038716	CG7342	chr3R	15429097	15432197	15429097	1	7.092695	protein_coding	1	0	0	mid
FBgn0038258	CG7362	chr3R	10577470	10580182	10580182	-1	14.0942	protein_coding	0	0	0	mid
FBgn0031976	CG7367	chr2L	8026914	8039788	8039788	-1	13.47292	protein_coding	0	0	0	mid
FBgn0036179	CG7368	chr3L	11590302	11598474	11590302	1	10.42602	protein_coding	0	0	0	mid
FBgn0037188	CG7369	chr3L	22734893	22741714	22734893	1	14.601215	protein_coding	0	0	0	mid
FBgn0036522	CG7372	chr3L	15613001	15617230	15613001	1	52.50688	protein_coding	0	0	0	high
FBgn0035689	CG7376	chr3L	6167348	6172041	6167348	1	6.476225	protein_coding	0	0	0	mid
FBgn0030976	CG7378	chrX	18794443	18803330	18794443	1	14.285215	protein_coding	0	1	0	mid
FBgn0032262	CG7384	chr2L	10507859	10510461	10510461	-1	1.490935	protein_coding	0	0	0	weak
FBgn0035852	CG7387	chr3L	8184622	8186216	8186216	-1	7.699055	protein_coding	0	0	0	mid
FBgn0031344	CG7420	chr2L	1500835	1502903	1502903	-1	6.511375	protein_coding	1	0	0	mid
FBgn0036762	CG7430	chr3L	17840016	17842472	17840016	1	13.82151	protein_coding	0	0	0	mid
FBgn0036927	CG7433	chr3L	19990814	19993726	19993726	-1	653.885255	protein_coding	0	1	0	high
FBgn0036763	CG7441	chr3L	17842827	17845553	17842827	1	3.633205	protein_coding	0	0	0	weak
FBgn0037140	CG7442	chr3L	21927804	21931736	21927804	1	50.04841	protein_coding	0	1	0	high
FBgn0037577	CG7443	chr3R	4150057	4150758	4150057	1	6.639555	protein_coding	1	0	1	mid
FBgn0037143	CG7448	chr3L	21942925	21944650	21942925	1	66.499935	protein_coding	1	0	0	high
FBgn0035812	CG7457	chr3L	7714905	7719542	7719542	-1	2.08307	protein_coding	0	0	0	weak
FBgn0031981	CG7466	chr2L	8043471	8054326	8043471	1	6.9793	protein_coding	0	0	0	mid
FBgn0036742	CG7497	chr3L	17626549	17630975	17626549	1	5.511205	protein_coding	0	0	0	weak
FBgn0035842	CG7504	chr3L	8124529	8130598	8130598	-1	42.140315	protein_coding	0	0	0	high
FBgn0035575	CG7509	chr3L	4803077	4805274	4805274	-1	32.84891	protein_coding	1	0	0	high
FBgn0036734	CG7564	chr3L	17507398	17510036	17507398	1	69.217405	protein_coding	0	0	0	high
FBgn0035833	CG7565	chr3L	8080735	8084886	8084886	-1	22.94019	protein_coding	0	0	0	mid
FBgn0039673	CG7568	chr3R	25424392	25426584	25426584	-1	1.304315	protein_coding	1	0	0	weak
FBgn0036145	CG7607	chr3L	11192720	11193687	11192720	1	76.88605	protein_coding	0	0	0	high
FBgn0037101	CG7634	chr3L	21558526	21560885	21558526	1	3.66632	protein_coding	0	1	0	weak
FBgn0036519	CG7650	chr3L	15601807	15603486	15603486	-1	14.882515	protein_coding	0	0	0	mid
FBgn0038610	CG7675	chr3R	14203842	14206897	14206897	-1	3.757945	protein_coding	1	0	0	weak
FBgn0038619	CG7685	chr3R	14230662	14231724	14230662	1	5.25187	protein_coding	0	0	0	weak
FBgn0036714	CG7692	chr3L	17345519	17351156	17345519	1	7.982155	protein_coding	1	0	0	mid
FBgn0038638	CG7702	chr3R	14495114	14500401	14495114	1	113.05787	protein_coding	0	0	0	high
FBgn0038640	CG7706	chr3R	14503605	14506043	14503605	1	4.399805	protein_coding	0	0	0	weak
FBgn0038545	CG7713	chr3R	13620788	13622039	13620788	1	4.65568	protein_coding	0	0	0	weak
FBgn0038645	CG7714	chr3R	14551116	14552156	14552156	-1	2.248235	protein_coding	1	0	0	weak
FBgn0036686	CG7728	chr3L	17009636	17013370	17009636	1	20.279755	protein_coding	0	0	0	mid
FBgn0036689	CG7730	chr3L	17020615	17022914	17020615	1	4.212485	protein_coding	0	0	0	weak
FBgn0034446	CG7735	chr2R	15331687	15332563	15331687	1	113.1872	protein_coding	0	0	0	high
FBgn0033584	CG7737	chr2R	7110376	7114251	7110376	1	122.58356	protein_coding	0	0	0	high
FBgn0036509	CG7739	chr3L	15553826	15556165	15556165	-1	47.23132	protein_coding	0	0	0	high
FBgn0031690	CG7742	chr2L	5212395	5214730	5214730	-1	10.65307	protein_coding	1	0	0	mid
FBgn0034447	CG7744	chr2R	15340014	15343032	15340014	1	17.585005	protein_coding	0	0	0	mid
FBgn0033633	CG7759	chr2R	7293191	7295584	7293191	1	1.188195	protein_coding	1	1	0	weak
FBgn0032025	CG7778	chr2L	8346620	8350197	8346620	1	13.376665	protein_coding	1	1	0	mid
FBgn0032021	CG7781	chr2L	8321280	8325262	8325262	-1	322.58461	protein_coding	0	0	0	high
FBgn0039698	CG7789	chr3R	25628919	25630107	25628919	1	267.690645	protein_coding	0	0	0	high
FBgn0038565	CG7794	chr3R	13849429	13851100	13849429	1	1.279475	protein_coding	0	0	0	weak
FBgn0036496	CG7804	chr3L	15465297	15467210	15467210	-1	3.7834	protein_coding	1	0	0	weak
FBgn0032017	CG7810	chr2L	8309876	8311195	8311195	-1	2.789805	protein_coding	0	0	0	weak
FBgn0039711	CG7824	chr3R	25683374	25684638	25684638	-1	8.492125	protein_coding	0	0	0	mid
FBgn0039703	CG7829	chr3R	25642450	25643486	25643486	-1	13.989555	protein_coding	1	0	0	mid
FBgn0036124	CG7839	chr3L	11067869	11071836	11067869	1	28.460575	protein_coding	0	0	0	high
FBgn0036502	CG7841	chr3L	15498288	15501352	15501352	-1	5.81272	protein_coding	0	0	0	weak
FBgn0034127	CG7848	chr2R	12321353	12323459	12323459	-1	75.230445	protein_coding	1	0	0	high
FBgn0033060	CG7849	chr2R	1964415	1965593	1964415	1	24.764305	protein_coding	0	0	0	high
FBgn0030653	CG7860	chrX	15463026	15464474	15463026	1	21.43298	protein_coding	0	0	0	mid
FBgn0037549	CG7878	chr3R	3948421	3950995	3948421	1	99.73296	protein_coding	0	1	0	high
FBgn0035235	CG7879	chr3L	1559813	1568608	1568608	-1	33.09518	protein_coding	0	0	0	high
FBgn0031001	CG7884	chrX	19114655	19129943	19114655	1	4.94327	protein_coding	1	1	0	weak
FBgn0036116	CG7888	chr3L	11047135	11052759	11047135	1	52.20315	protein_coding	0	0	0	high
FBgn0039728	CG7896	chr3R	25809174	25816514	25809174	1	2.133235	protein_coding	1	0	0	weak
FBgn0037548	CG7900	chr3R	3919846	3930805	3919846	1	27.620955	protein_coding	0	1	0	high
FBgn0036417	CG7906	chr3L	14229735	14231372	14229735	1	8.79827	protein_coding	0	0	0	mid
FBgn0037547	CG7910	chr3R	3912974	3915290	3912974	1	1.063955	protein_coding	1	0	0	weak
FBgn0039736	CG7912	chr3R	25831756	25834911	25834911	-1	5.567745	protein_coding	0	0	0	weak
FBgn0028534	CG7916	chr2L	13846758	13847799	13846758	1	4.16296	protein_coding	1	0	0	weak
FBgn0037546	CG7918	chr3R	3885006	3912767	3885006	1	1.9878	protein_coding	1	0	0	weak
FBgn0036416	CG7924	chr3L	14226569	14227709	14226569	1	47.978765	protein_coding	0	0	0	high
FBgn0039740	CG7928	chr3R	25860762	25862568	25862568	-1	3.96427	protein_coding	0	1	0	weak
FBgn0028533	CG7953	chr2L	13847940	13849165	13847940	1	3.89899	protein_coding	1	0	0	weak
FBgn0038890	CG7956	chr3R	17346663	17353419	17346663	1	49.43716	protein_coding	1	0	1	high
FBgn0037584	CG7963	chr3R	4188548	4189616	4188548	1	13.75037	protein_coding	0	0	0	mid
FBgn0038115	CG7966	chr3R	8875120	8877172	8877172	-1	12.63599	protein_coding	0	0	0	mid
FBgn0028499	CG7985	chr3R	14026027	14040729	14026027	1	3.342075	protein_coding	0	1	0	weak
FBgn0034117	CG7997	chr2R	12228756	12231684	12231684	-1	40.499715	protein_coding	0	0	0	high
FBgn0035854	CG8005	chr3L	8191307	8192591	8191307	1	16.917945	protein_coding	0	0	0	mid
FBgn0033387	CG8008	chr2R	5045412	5048940	5048940	-1	30.909005	protein_coding	0	0	0	high
FBgn0031010	CG8028	chrX	19171209	19174382	19174382	-1	45.686385	protein_coding	0	1	0	high
FBgn0037606	CG8032	chr3R	4490085	4493076	4490085	1	10.18635	protein_coding	0	0	0	mid
FBgn0031011	CG8034	chrX	19175416	19192195	19192195	-1	112.06739	protein_coding	0	1	0	high
FBgn0033388	CG8046	chr2R	5049542	5052455	5052455	-1	15.051055	protein_coding	0	0	0	mid
FBgn0031012	CG8051	chrX	19195354	19201957	19201957	-1	3.22174	protein_coding	0	0	0	weak
FBgn0038597	CG8064	chr3R	14109384	14112346	14109384	1	73.78049	protein_coding	0	0	0	high
FBgn0033891	CG8067	chr2R	9871070	9872398	9871070	1	34.5549	protein_coding	0	0	0	high
FBgn0034002	CG8079	chr2R	11105886	11111329	11105886	1	8.988465	protein_coding	0	0	0	mid
FBgn0032010	CG8086	chr2L	8244160	8257502	8257502	-1	201.6949	protein_coding	0	0	0	high
FBgn0033995	CG8090	chr2R	11086570	11088681	11088681	-1	13.398455	protein_coding	0	0	0	mid
FBgn0036410	CG8100	chr3L	14076715	14079064	14076715	1	18.889315	protein_coding	1	0	1	mid
FBgn0034007	CG8102	chr2R	11184269	11185834	11185834	-1	16.55808	protein_coding	1	0	0	mid
FBgn0037680	CG8121	chr3R	5160897	5162987	5160897	1	36.252075	protein_coding	0	0	0	high
FBgn0037684	CG8129	chr3R	5191120	5193485	5191120	1	106.776405	protein_coding	0	0	0	high
FBgn0038122	CG8138	chr3R	9007026	9007876	9007026	1	6.01021	protein_coding	1	0	0	mid
FBgn0038125	CG8141	chr3R	9017423	9018231	9017423	1	4.8863	protein_coding	1	0	0	weak
FBgn0030871	CG8142	chrX	17737376	17738700	17738700	-1	53.88264	protein_coding	0	0	0	high
FBgn0037617	CG8145	chr3R	4548895	4550434	4548895	1	1.66629	protein_coding	0	0	0	weak
FBgn0043791	CG8147	chr3R	5320523	5322445	5320523	1	1.30107	protein_coding	0	1	0	weak
FBgn0034010	CG8157	chr2R	11213338	11213888	11213888	-1	3.77502	protein_coding	0	0	1	weak
FBgn0037619	CG8159	chr3R	4552576	4554092	4552576	1	9.70667	protein_coding	0	0	0	mid
FBgn0034011	CG8160	chr2R	11214638	11215770	11215770	-1	31.116445	protein_coding	0	1	0	high
FBgn0030864	CG8173	chrX	17601434	17603691	17603691	-1	21.406855	protein_coding	0	0	0	mid
FBgn0037702	CG8176	chr3R	5341758	5352959	5341758	1	131.89087	protein_coding	0	0	0	high
FBgn0036043	CG8177	chr3L	9756644	9779338	9756644	1	152.420025	protein_coding	0	0	0	high
FBgn0034021	CG8180	chr2R	11359970	11370338	11370338	-1	27.796805	protein_coding	0	0	0	high
FBgn0030863	CG8188	chrX	17593805	17596994	17596994	-1	68.202665	protein_coding	0	0	0	high
FBgn0030675	CG8191	chrX	15626211	15627696	15626211	1	3.890015	protein_coding	0	0	0	weak
FBgn0033359	CG8213	chr2R	4856841	4873063	4873063	-1	11.52826	protein_coding	1	0	0	mid
FBgn0033358	CG8216	chr2R	4850669	4855687	4855687	-1	1.100145	protein_coding	1	0	0	weak
FBgn0035693	CG8219	chr3L	6193573	6196876	6193573	1	61.610045	protein_coding	0	0	0	high
FBgn0037626	CG8236	chr3R	4595116	4596872	4595116	1	11.69152	protein_coding	1	0	0	mid
FBgn0033031	CG8245	chr2R	1555888	1557491	1555888	1	3.983705	protein_coding	0	1	0	weak
FBgn0033348	CG8247	chr2R	4807775	4810256	4810256	-1	31.450255	protein_coding	0	0	0	high
FBgn0033347	CG8248	chr2R	4806445	4807871	4807871	-1	1.165545	protein_coding	0	0	0	weak
FBgn0034045	CG8249	chr2R	11730265	11734865	11734865	-1	10.93717	protein_coding	0	0	0	mid
FBgn0033344	CG8252	chr2R	4796935	4797854	4797854	-1	7.938895	protein_coding	0	0	0	mid
FBgn0037716	CG8273	chr3R	5403680	5406947	5403680	1	3.625495	protein_coding	0	0	0	weak
FBgn0035824	CG8281	chr3L	7905563	7906863	7905563	1	2.760155	protein_coding	0	0	0	weak
FBgn0026573	CG8290	chr2R	7858179	7862773	7858179	1	16.052475	protein_coding	0	1	0	mid
FBgn0032004	CG8292	chr2L	8216851	8218017	8218017	-1	59.52428	protein_coding	0	0	0	high
FBgn0033673	CG8298	chr2R	7876638	7879471	7876638	1	4.22436	protein_coding	0	0	0	weak
FBgn0029937	CG8300	chrX	6998918	7000378	6998918	1	5.355395	protein_coding	0	0	0	weak
FBgn0030852	CG8316	chrX	17523818	17526053	17526053	-1	1.00963	protein_coding	0	0	0	weak
FBgn0034140	CG8317	chr2R	12462084	12464087	12464087	-1	1.153805	protein_coding	0	1	0	weak
FBgn0037722	CG8319	chr3R	5453043	5454398	5453043	1	59.019235	protein_coding	0	0	0	high
FBgn0030851	CG8326	chrX	17522197	17523509	17523509	-1	19.863235	protein_coding	0	1	0	mid
FBgn0032002	CG8353	chr2L	8214045	8215239	8214045	1	1.97247	protein_coding	0	0	0	weak
FBgn0037727	CG8358	chr3R	5501245	5503500	5501245	1	10.569115	protein_coding	0	0	0	mid
FBgn0040532	CG8369	chr3R	4647730	4648560	4647730	1	189.525315	protein_coding	0	0	0	high
FBgn0034062	CG8388	chr2R	11896906	11898850	11898850	-1	31.907405	protein_coding	0	0	0	high
FBgn0034066	CG8397	chr2R	11903547	11904659	11904659	-1	76.625775	protein_coding	0	0	0	high
FBgn0035708	CG8398	chr3L	6602425	6612213	6602425	1	4.69858	protein_coding	1	0	0	weak
FBgn0034067	CG8399	chr2R	11905244	11912139	11905244	1	23.058385	protein_coding	0	0	0	mid
FBgn0034071	CG8405	chr2R	11935177	11946972	11935177	1	66.04066	protein_coding	0	0	0	high
FBgn0033687	CG8407	chr2R	8040576	8041768	8040576	1	37.07343	protein_coding	0	0	0	high
FBgn0031999	CG8419	chr2L	8206206	8209639	8206206	1	5.145405	protein_coding	0	1	0	weak
FBgn0037664	CG8420	chr3R	5072371	5077153	5072371	1	4.177205	protein_coding	0	0	0	weak
FBgn0034086	CG8441	chr2R	12072627	12074011	12074011	-1	68.743	protein_coding	0	0	0	high
FBgn0033913	CG8468	chr2R	10107425	10118131	10107425	1	16.16519	protein_coding	0	0	0	mid
FBgn0031995	CG8475	chr2L	8190954	8196893	8196893	-1	199.46081	protein_coding	0	0	0	high
FBgn0038127	CG8476	chr3R	9045362	9046300	9046300	-1	3.88609	protein_coding	1	1	0	weak
FBgn0037746	CG8478	chr3R	5589372	5591857	5589372	1	48.234785	protein_coding	0	0	0	high
FBgn0038126	CG8483	chr3R	9034470	9040187	9040187	-1	127.662825	protein_coding	1	0	0	high
FBgn0033715	CG8490	chr2R	8222822	8223710	8222822	1	52.442255	protein_coding	0	0	0	high
FBgn0037754	CG8500	chr3R	5610408	5615059	5610408	1	1.11263	protein_coding	0	0	0	weak
FBgn0038123	CG8508	chr3R	9011248	9012232	9012232	-1	19.639275	protein_coding	1	0	0	mid
FBgn0030696	CG8509	chrX	15703588	15704980	15703588	1	4.41326	protein_coding	0	1	0	weak
FBgn0037757	CG8516	chr3R	5619030	5622949	5619030	1	56.026965	protein_coding	0	0	0	high
FBgn0035711	CG8519	chr3L	6697960	6702100	6697960	1	14.993365	protein_coding	1	0	0	mid
FBgn0037759	CG8526	chr3R	5627008	5629183	5627008	1	7.12262	protein_coding	0	0	0	mid
FBgn0033742	CG8550	chr2R	8359420	8361321	8359420	1	10.83193	protein_coding	0	0	0	mid
FBgn0031990	CG8552	chr2L	8134247	8159575	8159575	-1	66.901275	protein_coding	0	0	0	high
FBgn0035779	CG8562	chr3L	7391385	7393012	7391385	1	4.797095	protein_coding	1	0	0	weak
FBgn0035776	CG8564	chr3L	7378748	7381014	7381014	-1	1.7128	protein_coding	0	0	0	weak
FBgn0030697	CG8565	chrX	15731863	15735093	15731863	1	4.540895	protein_coding	0	1	0	weak
FBgn0030841	CG8568	chrX	17343018	17346576	17346576	-1	13.89692	protein_coding	1	0	0	mid
FBgn0027602	CG8611	chrX	17307830	17316188	17316188	-1	18.39156	protein_coding	0	0	0	mid
FBgn0033925	CG8617	chr2R	10243274	10244789	10244789	-1	42.57431	protein_coding	0	0	0	high
FBgn0033312	CG8642	chr2R	4499189	4501660	4501660	-1	12.899595	protein_coding	0	0	0	mid
FBgn0033763	CG8646	chr2R	8543461	8546846	8543461	1	12.018665	protein_coding	0	0	0	mid
FBgn0030837	CG8661	chrX	17177794	17178516	17178516	-1	12.07862	protein_coding	0	0	0	mid
FBgn0031988	CG8668	chr2L	8127024	8133989	8127024	1	69.92002	protein_coding	0	0	0	high
FBgn0031986	CG8673	chr2L	8124329	8125799	8124329	1	2.831965	protein_coding	0	0	0	weak
FBgn0030834	CG8675	chrX	17142405	17143575	17143575	-1	8.209295	protein_coding	1	0	0	mid
FBgn0026577	CG8677	chr2L	21221312	21231694	21221312	1	125.662965	protein_coding	0	0	0	high
FBgn0032935	CG8678	chr2L	21212322	21220572	21220572	-1	25.128135	protein_coding	0	0	0	high
FBgn0032934	CG8679	chr2L	21216004	21218544	21218544	-1	14.491765	protein_coding	0	0	0	mid
FBgn0033287	CG8701	chr2R	4258578	4259656	4258578	1	136.287345	protein_coding	1	0	0	high
FBgn0027585	CG8740	chr2R	4623324	4647095	4623324	1	13.435415	protein_coding	0	0	0	mid
FBgn0036381	CG8745	chr3L	13853127	13860005	13860005	-1	110.23445	protein_coding	1	1	0	high
FBgn0033761	CG8778	chr2R	8538806	8539987	8539987	-1	22.92828	protein_coding	0	0	0	mid
FBgn0038140	CG8784	chr3R	9165685	9170828	9165685	1	1.44034	protein_coding	1	0	0	weak
FBgn0033760	CG8785	chr2R	8528195	8535729	8535729	-1	29.648865	protein_coding	0	1	0	high
FBgn0033234	CG8791	chr2R	3814182	3817421	3814182	1	1.77206	protein_coding	0	1	0	weak
FBgn0031476	CG8813	chr2L	2869652	2870649	2869652	1	2.844435	protein_coding	0	0	0	weak
FBgn0031520	CG8837	chr2L	3320255	3323141	3320255	1	69.489475	protein_coding	0	0	0	high
FBgn0033708	CG8850	chr2R	8186283	8189741	8189741	-1	9.581025	protein_coding	1	0	0	mid
FBgn0031546	CG8851	chr2L	3519677	3522555	3519677	1	7.39227	protein_coding	1	1	0	mid
FBgn0031548	CG8852	chr2L	3525131	3527588	3525131	1	2.002445	protein_coding	1	0	0	weak
FBgn0037676	CG8861	chr3R	5120690	5154227	5154227	-1	1.97135	protein_coding	0	0	0	weak
FBgn0038144	CG8870	chr3R	9205862	9207065	9205862	1	6.160775	protein_coding	0	1	0	mid
FBgn0038466	CG8907	chr3R	12833996	12838255	12833996	1	8.126725	protein_coding	0	0	0	mid
FBgn0034493	CG8908	chr2R	16152425	16158499	16152425	1	9.06771	protein_coding	0	0	0	mid
FBgn0030706	CG8909	chrX	15805013	15814812	15805013	1	6.68459	protein_coding	0	1	0	mid
FBgn0030710	CG8924	chrX	15835112	15838482	15835112	1	5.09508	protein_coding	0	1	0	weak
FBgn0038404	CG8925	chr3R	11997731	12006200	11997731	1	16.003815	protein_coding	1	0	0	mid
FBgn0038405	CG8927	chr3R	12006742	12011958	12006742	1	7.26472	protein_coding	1	0	0	mid
FBgn0030720	CG8939	chrX	15891049	15893731	15891049	1	44.42819	protein_coding	0	0	0	high
FBgn0030680	CG8944	chrX	15635376	15640240	15640240	-1	12.028565	protein_coding	0	0	0	mid
FBgn0034186	CG8950	chr2R	12947213	12950139	12950139	-1	14.418635	protein_coding	0	0	0	mid
FBgn0030688	CG8952	chrX	15659503	15660478	15660478	-1	1.29532	protein_coding	0	0	0	weak
FBgn0030725	CG8958	chrX	15977265	15979784	15977265	1	15.778035	protein_coding	0	1	0	mid
FBgn0034173	CG9010	chr2R	12846448	12847652	12847652	-1	1.91886	protein_coding	0	0	0	weak
FBgn0031751	CG9016	chr2L	5922876	5923653	5923653	-1	38.203005	protein_coding	1	0	1	high
FBgn0030810	CG9059	chrX	16863102	16881099	16881099	-1	14.939415	protein_coding	1	1	0	mid
FBgn0034106	CG9068	chr2R	12170940	12174955	12170940	1	1.41973	protein_coding	1	0	0	weak
FBgn0033582	CG9084	chr2R	7104921	7106769	7106769	-1	53.841485	protein_coding	0	1	0	high
FBgn0034497	CG9090	chr2R	16166561	16168629	16168629	-1	3.056505	protein_coding	0	0	0	weak
FBgn0030617	CG9095	chrX	15033962	15057255	15057255	-1	1.06042	protein_coding	1	0	0	weak
FBgn0031762	CG9098	chr2L	6007364	6012338	6012338	-1	9.32738	protein_coding	0	0	1	mid
FBgn0030800	CG9104	chrX	16776542	16778398	16778398	-1	21.647955	protein_coding	0	0	0	mid
FBgn0031765	CG9109	chr2L	6025870	6034423	6034423	-1	39.138845	protein_coding	0	0	0	high
FBgn0030628	CG9114	chrX	15224817	15227034	15227034	-1	4.819065	protein_coding	0	0	0	weak
FBgn0035189	CG9119	chr3L	1203316	1204792	1204792	-1	8.993805	protein_coding	1	0	0	mid
FBgn0031675	CG9121	chr2L	5047818	5050975	5050975	-1	13.820105	protein_coding	0	0	0	mid
FBgn0035199	CG9134	chr3L	1256449	1274498	1256449	1	2.63817	protein_coding	1	0	0	weak
FBgn0031769	CG9135	chr2L	6050829	6053498	6050829	1	45.22178	protein_coding	0	0	0	high
FBgn0034496	CG9143	chr2R	16163475	16166501	16166501	-1	22.218725	protein_coding	0	0	0	mid
FBgn0030716	CG9170	chrX	15872136	15876974	15876974	-1	6.410045	protein_coding	0	1	0	mid
FBgn0030718	CG9172	chrX	15879882	15880839	15880839	-1	30.132355	protein_coding	0	0	0	high
FBgn0030655	CG9213	chrX	15466109	15468618	15468618	-1	23.128455	protein_coding	0	1	0	mid
FBgn0030659	CG9215	chrX	15474963	15476905	15476905	-1	5.837335	protein_coding	0	0	0	weak
FBgn0030662	CG9220	chrX	15480027	15484961	15484961	-1	3.0422	protein_coding	0	0	0	weak
FBgn0028513	CG9254	chr2L	13595503	13597186	13597186	-1	22.60673	protein_coding	1	0	0	mid
FBgn0032908	CG9270	chr2L	20929456	20934113	20934113	-1	2.08045	protein_coding	0	0	0	weak
FBgn0032907	CG9272	chr2L	20926319	20927860	20927860	-1	61.842255	protein_coding	0	1	0	high
FBgn0036882	CG9279	chr3L	19531525	19537272	19537272	-1	1.85849	protein_coding	1	0	0	weak
FBgn0032057	CG9287	chr2L	8676848	8679782	8679782	-1	160.88158	protein_coding	1	0	0	high
FBgn0032516	CG9293	chr2L	13385848	13387299	13387299	-1	53.31156	protein_coding	0	0	0	high
FBgn0036886	CG9300	chr3L	19545520	19547867	19545520	1	2.207485	protein_coding	0	0	0	weak
FBgn0032512	CG9305	chr2L	13371427	13373853	13373853	-1	20.86922	protein_coding	0	0	0	mid
FBgn0038179	CG9312	chr3R	9591497	9592829	9591497	1	10.772805	protein_coding	1	0	0	mid
FBgn0032061	CG9314	chr2L	8705572	8707440	8705572	1	6.475725	protein_coding	0	0	0	mid
FBgn0032879	CG9317	chr2L	20727151	20730309	20730309	-1	1.122565	protein_coding	0	0	0	weak
FBgn0032881	CG9319	chr2L	20750934	20752341	20752341	-1	24.64675	protein_coding	0	0	0	high
FBgn0032886	CG9328	chr2L	20797717	20814030	20797717	1	187.22217	protein_coding	0	0	0	high
FBgn0032889	CG9331	chr2L	20824436	20827724	20824436	1	7.81582	protein_coding	0	1	0	mid
FBgn0032895	CG9335	chr2L	20852581	20857113	20852581	1	7.50897	protein_coding	1	0	0	mid
FBgn0032899	CG9338	chr2L	20865215	20867709	20865215	1	77.71651	protein_coding	0	0	0	high
FBgn0030332	CG9360	chrX	11657507	11658621	11658621	-1	4.086475	protein_coding	1	1	0	weak
FBgn0036890	CG9368	chr3L	19594733	19597220	19594733	1	12.5295	protein_coding	0	0	0	mid
FBgn0035094	CG9380	chr2R	21071151	21076331	21076331	-1	8.424155	protein_coding	1	1	1	mid
FBgn0037064	CG9389	chr3L	21261492	21263680	21263680	-1	4.874865	protein_coding	0	0	0	weak
FBgn0034588	CG9394	chr2R	17005899	17008214	17005899	1	16.39387	protein_coding	1	0	0	mid
FBgn0037714	CG9396	chr3R	5396136	5397345	5397345	-1	23.411765	protein_coding	0	0	0	mid
FBgn0034592	CG9406	chr2R	17029873	17030766	17029873	1	2.03064	protein_coding	0	0	0	weak
FBgn0030574	CG9413	chrX	14478766	14496613	14496613	-1	490.731095	protein_coding	0	1	0	high
FBgn0034438	CG9416	chr2R	15254753	15261207	15261207	-1	78.785065	protein_coding	1	0	0	high
FBgn0026582	CG9418	chr2R	17033713	17035113	17033713	1	8.552035	protein_coding	0	0	0	mid
FBgn0033092	CG9422	chr2R	2563333	2580376	2563333	1	4.38767	protein_coding	0	1	0	weak
FBgn0037721	CG9427	chr3R	5450875	5452187	5452187	-1	21.361865	protein_coding	0	0	0	mid
FBgn0033101	CG9436	chr2R	2645106	2646404	2646404	-1	5.516245	protein_coding	0	0	0	weak
FBgn0037730	CG9444	chr3R	5507137	5509986	5509986	-1	3.48615	protein_coding	0	0	0	weak
FBgn0033110	CG9447	chr2R	2760837	2763118	2763118	-1	47.605475	protein_coding	0	0	0	high
FBgn0036875	CG9449	chr3L	19485153	19490823	19490823	-1	2.86311	protein_coding	1	0	0	weak
FBgn0036876	CG9451	chr3L	19491297	19493898	19493898	-1	65.750465	protein_coding	1	0	0	high
FBgn0034618	CG9485	chr2R	17199909	17207074	17199909	1	16.629515	protein_coding	0	0	0	mid
FBgn0031791	CG9486	chr2L	6255859	6256715	6255859	1	40.43626	protein_coding	0	0	0	high
FBgn0037726	CG9492	chr3R	5477004	5500365	5500365	-1	10.284305	protein_coding	1	0	0	mid
FBgn0031800	CG9497	chr2L	6346430	6348427	6348427	-1	4.748085	protein_coding	0	0	0	weak
FBgn0031804	CG9500	chr2L	6357251	6358235	6358235	-1	1.29979	protein_coding	0	0	0	weak
FBgn0030598	CG9503	chrX	14813285	14817522	14817522	-1	4.952095	protein_coding	1	1	0	weak
