FBGN	name	chr	start	end	TSS	strand	TPM	biotype....rnaseq.biotype	LAM	HP1	PC	TPM.cut
FBgn0264090	CG43759	chrX	18824368	18922662	18824368	1	13.91131	protein_coding	0	1	0	mid
FBgn0264308	CG43778	chr2L	13302058	13331121	13331121	-1	65.963295	protein_coding	0	0	0	high
FBgn0264329	CG43788	chr2R	12825102	12825516	12825102	1	51.17889	protein_coding	0	0	0	high
FBgn0264330	CG43789	chr2R	12826201	12826500	12826201	1	9.42647	protein_coding	0	0	0	mid
FBgn0264339	CG43795	chr2R	19331660	19379515	19331660	1	81.543135	protein_coding	1	0	0	high
FBgn0264343	CG43799	chr2L	7227734	7228641	7227734	1	1.049985	protein_coding	1	1	0	weak
FBgn0264344	CG43800	chr2L	7232165	7232813	7232813	-1	16.941435	protein_coding	1	1	0	mid
FBgn0264395	CG43843	chrX	18353171	18354451	18354451	-1	1.22098	protein_coding	1	1	0	weak
FBgn0264432	CG43850	chr2L	13415677	13420602	13415677	1	207.38392	protein_coding	0	0	0	high
FBgn0264443	CG43861	chr2L	19969484	20017282	20017282	-1	10.84263	protein_coding	1	0	0	mid
FBgn0264449	CG43867	chrX	702250	822008	822008	-1	152.61803	protein_coding	0	0	0	high
FBgn0264489	CG43897	chr3L	9806947	9827445	9806947	1	1.29773	protein_coding	1	0	1	weak
FBgn0038771	CG4390	chr3R	15882140	15885487	15885487	-1	33.043255	protein_coding	0	0	0	high
FBgn0264502	CG43901	chrX	10799800	10817469	10799800	1	47.475355	protein_coding	1	1	0	high
FBgn0264503	CG43902	chrX	10052467	10089370	10052467	1	99.297095	protein_coding	1	0	0	high
FBgn0264540	CG43919	chr2R	10441270	10441814	10441814	-1	9.547885	protein_coding	1	0	0	mid
FBgn0264542	CG43921	chrX	12410667	12462394	12462394	-1	325.127645	protein_coding	0	1	0	high
FBgn0264543	CG43922	chr2L	6308377	6308751	6308751	-1	1.64571	protein_coding	1	0	0	weak
FBgn0039075	CG4393	chr3R	19202933	19210499	19210499	-1	147.57469	protein_coding	1	0	0	high
FBgn0264554	CG43933	chr3L	21490637	21491603	21490637	1	13.05131	protein_coding	0	0	0	mid
FBgn0264564	CG43936	chr2L	11840455	11840839	11840839	-1	45.41727	protein_coding	1	0	0	high
FBgn0264606	CG43955	chr3L	2655414	2711690	2711690	-1	191.09804	protein_coding	0	0	0	high
FBgn0034126	CG4398	chr2R	12319749	12320688	12319749	1	7.27241	protein_coding	1	0	0	mid
FBgn0264718	CG43986	chr3L	14046319	14046800	14046319	1	90.1704	protein_coding	0	0	0	high
FBgn0031296	CG4415	chr2L	1037246	1038685	1037246	1	63.84974	protein_coding	1	0	0	high
FBgn0038765	CG4424	chr3R	15852209	15853748	15853748	-1	4.63021	protein_coding	0	0	0	weak
FBgn0032115	CG4438	chr2L	9396999	9397988	9397988	-1	1.327185	protein_coding	1	0	0	weak
FBgn0040984	CG4440	chr2L	16329927	16330369	16329927	1	16.56579	protein_coding	0	1	0	mid
FBgn0038753	CG4459	chr3R	15752044	15754366	15754366	-1	1.80341	protein_coding	1	1	0	weak
FBgn0035982	CG4461	chr3L	9368530	9369393	9368530	1	5.86278	protein_coding	0	0	0	weak
FBgn0039064	CG4467	chr3R	19053439	19074623	19074623	-1	88.840945	protein_coding	0	0	0	high
FBgn0031894	CG4496	chr2L	7185461	7188068	7188068	-1	6.37924	protein_coding	0	1	0	weak
FBgn0031895	CG4497	chr2L	7190431	7194588	7194588	-1	2.2374	protein_coding	0	0	0	weak
FBgn0032153	CG4537	chr2L	9890885	9891336	9890885	1	20.53484	protein_coding	0	0	0	mid
FBgn0034734	CG4554	chr2R	18370846	18379538	18370846	1	7.058635	protein_coding	1	0	0	mid
FBgn0029912	CG4557	chrX	6738376	6741880	6738376	1	16.226375	protein_coding	0	0	0	mid
FBgn0038740	CG4562	chr3R	15692721	15701139	15701139	-1	38.55531	protein_coding	0	0	0	high
FBgn0037841	CG4565	chr3R	6678446	6679366	6678446	1	8.628635	protein_coding	0	0	0	mid
FBgn0037844	CG4570	chr3R	6682513	6683796	6682513	1	14.15919	protein_coding	0	0	0	mid
FBgn0038738	CG4572	chr3R	15688239	15690142	15690142	-1	30.73655	protein_coding	0	0	0	high
FBgn0038366	CG4576	chr3R	11651469	11656043	11651469	1	33.2467	protein_coding	1	1	0	high
FBgn0031306	CG4577	chr2L	1134693	1141156	1134693	1	856.56928	protein_coding	0	0	0	high
FBgn0039344	CG4582	chr3R	21406945	21408901	21408901	-1	3.20142	protein_coding	0	0	0	weak
FBgn0029924	CG4586	chrX	6863950	6866298	6863950	1	2.000645	protein_coding	0	0	0	weak
FBgn0028863	CG4587	chr2L	15644195	15714237	15714237	-1	91.54909	protein_coding	0	0	0	high
FBgn0032161	CG4594	chr2L	9920160	9921459	9920160	1	30.586595	protein_coding	0	1	0	mid
FBgn0037849	CG4596	chr3R	6698728	6701304	6698728	1	30.72155	protein_coding	0	0	0	high
FBgn0029935	CG4615	chrX	6992611	6996333	6996333	-1	22.33194	protein_coding	0	0	0	mid
FBgn0029936	CG4617	chrX	6996352	6998524	6998524	-1	13.501415	protein_coding	0	0	0	mid
FBgn0032166	CG4619	chr2L	9938863	9941099	9938863	1	17.014035	protein_coding	0	0	0	mid
FBgn0035587	CG4623	chr3L	5135053	5137417	5135053	1	2.43532	protein_coding	0	0	0	weak
FBgn0033808	CG4627	chr2R	9102211	9103265	9102211	1	1.210105	protein_coding	0	0	0	weak
FBgn0033809	CG4630	chr2R	9103164	9106752	9106752	-1	2.257935	protein_coding	0	0	0	weak
FBgn0032590	CG4631	chr2L	16607423	16610037	16607423	1	56.77588	protein_coding	1	1	0	high
FBgn0030776	CG4653	chrX	16598114	16599311	16598114	1	5.57324	protein_coding	1	1	0	weak
FBgn0029839	CG4660	chrX	5972741	5975405	5975405	-1	52.273855	protein_coding	0	0	0	high
FBgn0030429	CG4661	chrX	12749721	12751755	12751755	-1	5.201265	protein_coding	1	0	0	weak
FBgn0029838	CG4666	chrX	5970106	5971587	5971587	-1	30.151375	protein_coding	1	1	0	mid
FBgn0035598	CG4669	chr3L	5227583	5229731	5227583	1	19.398995	protein_coding	1	0	0	mid
FBgn0037856	CG4674	chr3R	6711269	6722140	6711269	1	14.984985	protein_coding	0	0	0	mid
FBgn0033815	CG4676	chr2R	9123485	9124560	9123485	1	2.081025	protein_coding	0	0	0	weak
FBgn0030778	CG4678	chrX	16590165	16605178	16590165	1	96.29886	protein_coding	1	1	0	high
FBgn0069913	CG4681	chr2R	20465770	20467304	20467304	-1	16.54751	protein_coding	1	0	0	mid
FBgn0038739	CG4686	chr3R	15690179	15692591	15690179	1	8.682255	protein_coding	0	0	0	mid
FBgn0035032	CG4692	chr2R	20486611	20487344	20487344	-1	419.03958	protein_coding	0	0	0	high
FBgn0035036	CG4707	chr2R	20492117	20494541	20494541	-1	33.16896	protein_coding	0	0	0	high
FBgn0032169	CG4709	chr2L	9954449	9956176	9954449	1	7.811845	protein_coding	0	0	0	mid
FBgn0033819	CG4714	chr2R	9139351	9141842	9141842	-1	3.049545	protein_coding	1	1	0	weak
FBgn0033820	CG4716	chr2R	9144088	9144951	9144088	1	7.61902	protein_coding	1	1	0	mid
FBgn0039023	CG4723	chr3R	18587162	18589433	18589433	-1	11.98171	protein_coding	1	0	0	mid
FBgn0039022	CG4725	chr3R	18584532	18586793	18586793	-1	3.535085	protein_coding	1	0	0	weak
FBgn0039355	CG4730	chr3R	21502794	21504404	21504404	-1	10.6678	protein_coding	0	0	0	mid
FBgn0038744	CG4733	chr3R	15716570	15724460	15716570	1	2.36737	protein_coding	1	1	0	weak
FBgn0035040	CG4741	chr2R	20498324	20502663	20502663	-1	12.25991	protein_coding	0	0	0	mid
FBgn0033834	CG4744	chr2R	9282120	9286873	9286873	-1	3.64756	protein_coding	1	0	0	weak
FBgn0031308	CG4749	chr2L	1147822	1149449	1147822	1	26.468305	protein_coding	0	0	0	mid
FBgn0036622	CG4753	chr3L	16372074	16374670	16374670	-1	2.753955	protein_coding	0	0	0	weak
FBgn0034910	CG4763	chr2R	19710880	19712391	19712391	-1	22.24209	protein_coding	0	0	0	mid
FBgn0027546	CG4766	chrX	5891537	5894830	5894830	-1	4.80832	protein_coding	1	0	1	weak
FBgn0038751	CG4770	chr3R	15744254	15746306	15744254	1	5.742	protein_coding	1	1	0	weak
FBgn0038756	CG4783	chr3R	15774192	15774631	15774192	1	6.24326	protein_coding	1	0	0	weak
FBgn0031314	CG4785	chr2L	1164443	1166425	1164443	1	4.60336	protein_coding	0	0	0	weak
FBgn0028514	CG4793	chr2L	15923395	15926203	15923395	1	35.65992	protein_coding	1	0	0	high
FBgn0260456	CG4806	chr2R	20553681	20555853	20555853	-1	17.13852	protein_coding	0	0	0	mid
FBgn0039013	CG4813	chr3R	18550606	18552104	18552104	-1	5.637115	protein_coding	0	0	0	weak
FBgn0031220	CG4822	chr2L	117079	121974	121974	-1	8.241225	protein_coding	0	0	0	mid
FBgn0037010	CG4825	chr3L	20515540	20519274	20519274	-1	54.362535	protein_coding	0	0	0	high
FBgn0030796	CG4829	chrX	16705733	16720529	16705733	1	1.173335	protein_coding	0	1	0	weak
FBgn0037996	CG4830	chr3R	8033879	8036079	8036079	-1	2.692615	protein_coding	1	0	0	weak
FBgn0038762	CG4836	chr3R	15839594	15844513	15839594	1	2.08239	protein_coding	1	1	0	weak
FBgn0032187	CG4839	chr2L	10144850	10155510	10144850	1	8.79029	protein_coding	0	0	0	mid
FBgn0030803	CG4880	chrX	16780851	16782762	16780851	1	4.477295	protein_coding	0	0	0	weak
FBgn0032195	CG4908	chr2L	10222658	10224442	10222658	1	56.173675	protein_coding	0	0	0	high
FBgn0035959	CG4911	chr3L	9062749	9065831	9065831	-1	91.50737	protein_coding	0	0	0	high
FBgn0028897	CG4935	chr2L	16262141	16263483	16262141	1	77.105675	protein_coding	0	0	0	high
FBgn0038768	CG4936	chr3R	15857542	15860052	15857542	1	27.601435	protein_coding	0	0	0	mid
FBgn0035960	CG4942	chr3L	9066205	9067567	9066205	1	6.384005	protein_coding	0	0	0	weak
FBgn0034137	CG4945	chr2R	12453552	12457625	12453552	1	4.09712	protein_coding	1	1	0	weak
FBgn0039563	CG4951	chr3R	23777773	23779834	23779834	-1	55.204935	protein_coding	0	0	0	high
FBgn0030814	CG4955	chrX	16975539	16977393	16975539	1	7.614745	protein_coding	1	1	0	mid
FBgn0038772	CG4973	chr3R	15883472	15885013	15883472	1	2.754445	protein_coding	0	0	0	weak
FBgn0039558	CG4980	chr3R	23747005	23748074	23748074	-1	5.346265	protein_coding	0	0	0	weak
FBgn0032372	CG4988	chr2L	11694856	11696072	11694856	1	3.586405	protein_coding	1	0	0	weak
FBgn0032219	CG4995	chr2L	10322476	10324990	10322476	1	15.680545	protein_coding	0	1	0	mid
FBgn0036612	CG4998	chr3L	16332103	16338341	16332103	1	2.40457	protein_coding	1	1	0	weak
FBgn0260748	CG5004	chrX	17001626	17030021	17001626	1	21.76821	protein_coding	0	1	0	mid
FBgn0039553	CG5017	chr3R	23738169	23739507	23738169	1	1.27739	protein_coding	0	0	0	weak
FBgn0032225	CG5022	chr2L	10344442	10347706	10344442	1	37.92044	protein_coding	0	0	0	high
FBgn0038774	CG5023	chr3R	15995158	16000597	15995158	1	21.593245	protein_coding	1	0	0	mid
FBgn0028743	CG5036	chr2R	13680387	13685633	13680387	1	323.807875	protein_coding	0	0	0	high
FBgn0036437	CG5048	chr3L	14677868	14678942	14677868	1	30.942385	protein_coding	1	0	0	high
FBgn0032637	CG5050	chr2L	17452924	17458775	17452924	1	3.899155	protein_coding	1	1	0	weak
FBgn0029747	CG5062	chrX	5074214	5076402	5076402	-1	36.15386	protein_coding	1	0	0	high
FBgn0034145	CG5065	chr2R	12495159	12512399	12495159	1	221.672305	protein_coding	1	1	0	high
FBgn0039347	CG5071	chr3R	21444136	21446401	21444136	1	42.151705	protein_coding	1	0	0	high
FBgn0037005	CG5078	chr3L	20499132	20500475	20499132	1	1.14076	protein_coding	1	1	0	weak
FBgn0039346	CG5079	chr3R	21439527	21440040	21439527	1	61.25065	protein_coding	1	0	0	high
FBgn0031313	CG5080	chr2L	1160290	1163886	1163886	-1	14.673765	protein_coding	0	0	0	mid
FBgn0034144	CG5089	chr2R	12486253	12487916	12486253	1	4.67025	protein_coding	1	1	0	weak
FBgn0032235	CG5096	chr2L	10382263	10384723	10382263	1	1.67529	protein_coding	0	0	0	weak
FBgn0039339	CG5116	chr3R	21309030	21311577	21309030	1	7.714045	protein_coding	0	0	0	mid
FBgn0031904	CG5149	chr2L	7384486	7388248	7388248	-1	76.48133	protein_coding	1	0	0	high
FBgn0036575	CG5157	chr3L	16129587	16130979	16130979	-1	7.72452	protein_coding	0	1	0	mid
FBgn0031906	CG5160	chr2L	7390984	7398403	7398403	-1	20.62741	protein_coding	1	0	0	mid
FBgn0031907	CG5171	chr2L	7395832	7404526	7395832	1	10.991535	protein_coding	1	0	0	mid
FBgn0031908	CG5177	chr2L	7405227	7408600	7405227	1	25.817375	protein_coding	1	1	0	mid
FBgn0032473	CG5204	chr2L	13160527	13163153	13160527	1	3.034475	protein_coding	0	1	0	weak
FBgn0038047	CG5245	chr3R	8255307	8256960	8255307	1	8.5713	protein_coding	0	1	0	mid
FBgn0038484	CG5246	chr3R	12961833	12962917	12961833	1	6.067125	protein_coding	1	1	0	weak
FBgn0034154	CG5267	chr2R	12642606	12643328	12642606	1	80.533325	protein_coding	0	0	0	high
FBgn0040382	CG5273	chrX	653628	655972	653628	1	17.841245	protein_coding	0	0	0	mid
FBgn0037902	CG5281	chr3R	7261572	7263245	7261572	1	22.43949	protein_coding	0	0	0	mid
FBgn0036986	CG5282	chr3L	20417524	20419171	20419171	-1	27.879835	protein_coding	0	0	0	mid
FBgn0038490	CG5285	chr3R	12976309	12977352	12976309	1	2.128455	protein_coding	0	0	0	weak
FBgn0032477	CG5287	chr2L	13179247	13183495	13179247	1	16.244115	protein_coding	0	0	0	mid
FBgn0032253	CG5322	chr2L	10452677	10457241	10457241	-1	3.86346	protein_coding	1	1	0	weak
FBgn0030577	CG5334	chrX	14669392	14670151	14669392	1	1.179855	protein_coding	1	1	0	weak
FBgn0034365	CG5335	chr2R	14509050	14510491	14509050	1	3.077225	protein_coding	0	0	0	weak
FBgn0032249	CG5337	chr2L	10432687	10435656	10435656	-1	91.763585	protein_coding	0	0	0	high
FBgn0038981	CG5346	chr3R	18345804	18354383	18354383	-1	3.0753	protein_coding	1	0	0	weak
FBgn0030578	CG5347	chrX	14670807	14672016	14670807	1	2.393205	protein_coding	1	1	0	weak
FBgn0034156	CG5348	chr2R	12654342	12656743	12654342	1	59.29157	protein_coding	0	0	0	high
FBgn0264339	CG43795	chr2R	19331660	19379515	19331660	1	6.74738	protein_coding	1	0	0	mid
FBgn0037773	CG5359	chr3R	5825491	5826997	5826997	-1	8.45414	protein_coding	1	0	0	mid
FBgn0032228	CG5367	chr2L	10354743	10356597	10356597	-1	4.25728	protein_coding	0	0	1	weak
FBgn0032221	CG5375	chr2L	10328200	10331116	10331116	-1	108.60272	protein_coding	0	0	0	high
FBgn0038977	CG5376	chr3R	18313753	18314677	18314677	-1	2.57669	protein_coding	0	0	0	weak
FBgn0038956	CG5379	chr3R	18212211	18214194	18214194	-1	10.43584	protein_coding	0	1	0	mid
FBgn0036568	CG5389	chr3L	16090934	16093188	16090934	1	5.431805	protein_coding	0	0	0	weak
FBgn0034882	CG5398	chr2R	19490108	19491164	19490108	1	7.010355	protein_coding	1	1	1	mid
FBgn0038354	CG5404	chr3R	11530417	11534156	11530417	1	4.51396	protein_coding	1	1	0	weak
FBgn0038806	CG5412	chr3R	16402730	16403853	16402730	1	4.39553	protein_coding	0	0	0	weak
FBgn0036569	CG5414	chr3L	16093380	16096582	16093380	1	15.1899	protein_coding	0	0	0	mid
FBgn0032436	CG5418	chr2L	12451945	12453230	12453230	-1	4.30003	protein_coding	1	1	0	weak
FBgn0032434	CG5421	chr2L	12446080	12448132	12448132	-1	7.930915	protein_coding	1	1	0	mid
FBgn0038815	CG5466	chr3R	16443632	16446990	16443632	1	98.34237	protein_coding	0	0	0	high
FBgn0038054	CG5509	chr3R	8278186	8278918	8278186	1	16.08298	protein_coding	0	1	0	mid
FBgn0039466	CG5521	chr3R	22792652	22802267	22792652	1	41.32323	protein_coding	0	0	0	high
FBgn0039164	CG5524	chr3R	20014772	20019145	20019145	-1	2.745095	protein_coding	0	0	0	weak
FBgn0039564	CG5527	chr3R	23780639	23783048	23780639	1	17.13042	protein_coding	0	0	0	mid
FBgn0038052	CG5538	chr3R	8273375	8274768	8273375	1	24.65095	protein_coding	0	0	0	mid
FBgn0034907	CG5539	chr2R	19692334	19693411	19692334	1	7.06067	protein_coding	1	0	0	mid
FBgn0034911	CG5549	chr2R	19707893	19724863	19707893	1	38.129705	protein_coding	0	0	0	high
FBgn0036754	CG5589	chr3L	17795590	17797815	17797815	-1	1.98132	protein_coding	0	0	0	weak
FBgn0030612	CG5599	chrX	14980171	14982662	14980171	1	2.43448	protein_coding	0	0	0	weak
FBgn0039531	CG5611	chr3R	23460350	23461950	23461950	-1	27.677615	protein_coding	0	0	0	mid
FBgn0039529	CG5612	chr3R	23449081	23451731	23451731	-1	25.91372	protein_coding	0	0	0	mid
FBgn0030839	CG5613	chrX	17317624	17322767	17317624	1	3.34485	protein_coding	0	0	0	weak
FBgn0036975	CG5618	chr3L	20346549	20349732	20346549	1	94.865045	protein_coding	0	0	0	high
FBgn0036266	CG5626	chr3L	12197223	12199122	12199122	-1	13.18129	protein_coding	0	0	0	mid
FBgn0038842	CG5630	chr3R	16740023	16754935	16740023	1	2.65669	protein_coding	1	0	0	weak
FBgn0039527	CG5639	chr3R	23412095	23419260	23419260	-1	3.355435	protein_coding	1	0	0	weak
FBgn0035948	CG5644	chr3L	8970495	8972980	8972980	-1	3.165205	protein_coding	0	0	0	weak
FBgn0035942	CG5660	chr3L	8954374	8957763	8957763	-1	12.399675	protein_coding	0	0	0	mid
FBgn0030620	CG5662	chrX	15104431	15105413	15104431	1	1.520325	protein_coding	1	0	0	weak
FBgn0036977	CG5665	chr3L	20351612	20352920	20351612	1	1.006385	protein_coding	0	0	0	weak
FBgn0035293	CG5687	chr3L	1933633	1938740	1938740	-1	1.520545	protein_coding	1	0	1	weak
FBgn0034315	CG5721	chr2R	14069940	14071595	14071595	-1	28.28515	protein_coding	0	0	0	mid
FBgn0032192	CG5731	chr2L	10207085	10209737	10209737	-1	1.524675	protein_coding	0	1	0	weak
FBgn0034301	CG5756	chr2R	13988566	13995891	13995891	-1	3.277	protein_coding	1	1	0	weak
FBgn0032666	CG5758	chr2L	18120027	18129864	18120027	1	46.49241	protein_coding	0	0	0	high
FBgn0038930	CG5778	chr3R	17911093	17935903	17935903	-1	1.189095	protein_coding	1	0	0	weak
FBgn0032446	CG5780	chr2L	12693872	12694982	12694982	-1	1.36638	protein_coding	0	0	0	weak
FBgn0032670	CG5783	chr2L	18156043	18157162	18156043	1	18.779725	protein_coding	1	0	0	mid
FBgn0039207	CG5789	chr3R	20361926	20369629	20369629	-1	25.794255	protein_coding	0	0	0	mid
FBgn0040582	CG5791	chr3R	17912855	17913383	17912855	1	2.851155	protein_coding	1	0	0	weak
FBgn0027617	CG5808	chr3R	20640625	20642729	20642729	-1	20.403325	protein_coding	0	0	0	mid
FBgn0038866	CG5810	chr3R	16989500	16990883	16989500	1	8.004695	protein_coding	1	1	0	mid
FBgn0027574	CG5815	chr3R	22938293	22940862	22938293	1	12.759045	protein_coding	0	0	0	mid
FBgn0038682	CG5835	chr3R	14974354	14979402	14979402	-1	5.357125	protein_coding	1	1	0	weak
FBgn0032167	CG5853	chr2L	9940773	9947407	9947407	-1	7.7732	protein_coding	1	1	0	mid
FBgn0039130	CG5854	chr3R	19759637	19761686	19759637	1	5.980265	protein_coding	0	0	0	weak
FBgn0038511	CG5873	chr3R	13251494	13272215	13251494	1	15.490275	protein_coding	1	0	0	mid
FBgn0039379	CG5886	chr3R	21677376	21679727	21677376	1	35.41531	protein_coding	0	0	0	high
FBgn0028523	CG5888	chr2L	16400169	16448465	16448465	-1	2.294205	protein_coding	1	1	1	weak
FBgn0039380	CG5890	chr3R	21692822	21695514	21692822	1	59.77939	protein_coding	1	0	0	high
FBgn0036560	CG5895	chr3L	16028585	16030327	16028585	1	13.61593	protein_coding	1	1	0	mid
FBgn0036220	CG5897	chr3L	11880359	11882081	11882081	-1	12.232435	protein_coding	1	0	0	mid
FBgn0039495	CG5909	chr3R	22986880	22988633	22986880	1	11.876245	protein_coding	1	1	0	mid
FBgn0036993	CG5910	chr3L	20435519	20443680	20435519	1	48.375375	protein_coding	0	1	0	high
FBgn0029835	CG5921	chrX	5945035	5958719	5945035	1	1.20568	protein_coding	1	1	0	weak
FBgn0032154	CG5924	chr2L	9891255	9893433	9893433	-1	2.56709	protein_coding	0	0	0	weak
FBgn0029836	CG5928	chrX	5961993	5963294	5961993	1	8.042105	protein_coding	1	1	0	mid
FBgn0029834	CG5937	chrX	5934038	5944414	5934038	1	53.283975	protein_coding	0	0	0	high
FBgn0032494	CG5945	chr2L	13240133	13241763	13240133	1	1.070355	protein_coding	1	0	0	weak
FBgn0039386	CG5948	chr3R	21721544	21722896	21721544	1	13.607365	protein_coding	1	1	0	mid
FBgn0036997	CG5955	chr3L	20460044	20462692	20460044	1	14.24652	protein_coding	1	1	0	mid
FBgn0031913	CG5958	chr2L	7430530	7433516	7433516	-1	13.7482	protein_coding	1	1	0	mid
FBgn0038056	CG5961	chr3R	8284143	8286016	8286016	-1	13.70814	protein_coding	0	0	0	mid
FBgn0032588	CG5968	chr2L	16549323	16549959	16549959	-1	31.83263	protein_coding	0	0	0	high
FBgn0031914	CG5973	chr2L	7437492	7445883	7437492	1	4.597185	protein_coding	1	1	0	weak
FBgn0039501	CG5987	chr3R	23073949	23076729	23076729	-1	15.680945	protein_coding	1	1	0	mid
FBgn0038672	CG6005	chr3R	14848323	14849744	14849744	-1	3.893665	protein_coding	0	0	0	weak
FBgn0063649	CG6006	chr3R	11981040	11997488	11981040	1	56.18559	protein_coding	1	0	1	high
FBgn0034736	CG6018	chr2R	18437599	18439618	18437599	1	2.85721	protein_coding	0	0	0	weak
FBgn0030912	CG6023	chrX	18208156	18215198	18215198	-1	2.08613	protein_coding	1	1	0	weak
FBgn0036202	CG6024	chr3L	11726689	11758898	11758898	-1	526.47217	protein_coding	0	0	0	high
FBgn0038676	CG6026	chr3R	14859256	14870170	14859256	1	6.18717	protein_coding	1	0	0	weak
FBgn0036750	CG6034	chr3L	17738273	17739960	17739960	-1	12.22937	protein_coding	1	1	0	mid
FBgn0038679	CG6040	chr3R	14922958	14957651	14922958	1	6.6774	protein_coding	0	0	0	mid
FBgn0029826	CG6041	chrX	5842223	5844241	5842223	1	86.93545	protein_coding	1	1	0	high
FBgn0034725	CG6044	chr2R	18291678	18295877	18291678	1	41.465615	protein_coding	0	0	0	high
FBgn0036747	CG6052	chr3L	17716818	17722344	17722344	-1	3.86573	protein_coding	1	0	0	weak
FBgn0031918	CG6055	chr2L	7466543	7472493	7466543	1	3.360755	protein_coding	1	0	0	weak
FBgn0039488	CG6066	chr3R	22940953	22942398	22942398	-1	13.94785	protein_coding	0	0	0	mid
FBgn0036186	CG6071	chr3L	11636006	11639133	11639133	-1	24.00566	protein_coding	0	0	0	mid
FBgn0039417	CG6073	chr3R	22012740	22014526	22014526	-1	5.13498	protein_coding	1	0	0	weak
FBgn0039486	CG6074	chr3R	22928710	22931906	22931906	-1	11.5172	protein_coding	1	1	0	mid
FBgn0036183	CG6083	chr3L	11617628	11619225	11619225	-1	2.742165	protein_coding	0	0	0	weak
FBgn0038339	CG6118	chr3R	11246826	11259906	11259906	-1	1.589545	protein_coding	1	1	0	weak
FBgn0030913	CG6123	chrX	18217433	18250121	18250121	-1	63.069405	protein_coding	1	0	0	high
FBgn0038337	CG6125	chr3R	11228526	11232789	11232789	-1	26.181195	protein_coding	0	1	0	mid
FBgn0038407	CG6126	chr3R	12023724	12028802	12028802	-1	16.69363	protein_coding	0	1	0	mid
FBgn0038332	CG6136	chr3R	11195758	11197934	11197934	-1	53.031275	protein_coding	0	0	0	high
FBgn0032268	CG6138	chr2L	10567290	10568012	10567290	1	4.045325	protein_coding	0	0	0	weak
FBgn0039415	CG6142	chr3R	21958876	21962870	21958876	1	14.884375	protein_coding	1	1	0	mid
FBgn0039420	CG6154	chr3R	22088384	22102772	22088384	1	137.0763	protein_coding	0	0	0	high
FBgn0036155	CG6163	chr3L	11355086	11357985	11357985	-1	13.863885	protein_coding	1	1	0	mid
FBgn0038725	CG6184	chr3R	15478091	15483588	15483588	-1	21.702475	protein_coding	1	0	0	mid
FBgn0032343	CG6201	chr2L	11110557	11113063	11113063	-1	13.2293	protein_coding	0	0	0	mid
FBgn0037789	CG6208	chr3R	5946121	5947122	5947122	-1	74.508735	protein_coding	0	1	0	high
FBgn0033862	CG6209	chr2R	9549000	9551103	9551103	-1	8.39586	protein_coding	1	1	0	mid
FBgn0038321	CG6218	chr3R	11163630	11168978	11168978	-1	8.53208	protein_coding	0	0	0	mid
FBgn0033865	CG6220	chr2R	9579212	9580874	9580874	-1	20.1229	protein_coding	1	0	0	mid
FBgn0038720	CG6231	chr3R	15441746	15458440	15458440	-1	44.4091	protein_coding	1	0	0	high
FBgn0038318	CG6236	chr3R	11151039	11154000	11154000	-1	13.41878	protein_coding	0	0	0	mid
FBgn0037792	CG6241	chr3R	5965825	5969906	5969906	-1	2.172205	protein_coding	0	0	0	weak
FBgn0036531	CG6244	chr3L	15801422	15801983	15801422	1	3.52333	protein_coding	0	0	0	weak
FBgn0038708	CG6255	chr3R	15287601	15288788	15288788	-1	11.25537	protein_coding	1	1	0	mid
FBgn0034121	CG6262	chr2R	12247235	12250975	12247235	1	1.73549	protein_coding	1	0	0	weak
FBgn0036125	CG6279	chr3L	11086471	11089287	11089287	-1	1.405215	protein_coding	0	0	0	weak
FBgn0033866	CG6280	chr2R	9642849	9646362	9642849	1	1.54821	protein_coding	1	0	0	weak
FBgn0035914	CG6282	chr3L	8597757	8610174	8597757	1	90.56488	protein_coding	0	0	0	high
FBgn0032350	CG6287	chr2L	11151506	11155716	11155716	-1	20.888415	protein_coding	0	0	0	mid
FBgn0030921	CG6290	chrX	18331537	18332269	18331537	1	3.65338	protein_coding	1	0	0	weak
FBgn0037807	CG6293	chr3R	6133984	6137317	6137317	-1	44.670705	protein_coding	1	0	0	high
FBgn0039471	CG6295	chr3R	22831621	22832777	22832777	-1	4.931375	protein_coding	1	1	0	weak
FBgn0038730	CG6300	chr3R	15596568	15598947	15598947	-1	18.99989	protein_coding	1	1	0	mid
FBgn0036121	CG6310	chr3L	11062143	11062964	11062964	-1	6.203695	protein_coding	0	0	0	weak
FBgn0033872	CG6329	chr2R	9713880	9720419	9713880	1	276.680215	protein_coding	0	0	0	high
FBgn0039464	CG6330	chr3R	22775414	22784209	22784209	-1	141.77128	protein_coding	0	0	0	high
FBgn0038921	CG6332	chr3R	17840419	17841934	17840419	1	1.902505	protein_coding	0	0	0	weak
FBgn0036731	CG6333	chr3L	17473229	17479330	17479330	-1	1.910725	protein_coding	0	0	0	weak
FBgn0033873	CG6337	chr2R	9721359	9722593	9722593	-1	1.911185	protein_coding	0	1	0	weak
FBgn0033874	CG6347	chr2R	9723926	9726869	9723926	1	36.004255	protein_coding	0	1	0	high
FBgn0038893	CG6353	chr3R	17486908	17488680	17488680	-1	10.63428	protein_coding	0	0	0	mid
FBgn0263398	CG6364	chr3R	20115897	20119093	20115897	1	113.40232	protein_coding	0	0	0	high
